,lat,lon,final
820,26.1882019,-80.1710968,Florida
821,17.37530518,78.47439575,Telangana
822,32.48860168,-93.72940063,Louisiana
823,37.72489929,-122.1560974,California
824,33.61610413,-111.9456024,Arizona
825,26.18840027,-97.92320251,Texas
826,35.24809265,-113.7639999,Arizona
827,33.90220642,-112.9013977,Arizona
828,40.51950073,-105.0627975,Colorado
829,40.52400208,-105.1396027,Colorado
830,34.05439758,-118.2440033,California
831,29.23699951,-81.05799866,Florida
832,40.73170471,-73.9885025,New York
833,29.98779297,-95.65499878,Texas
834,42.37379456,-87.94400024,Illinois
835,43.05079651,-88.0381012,Wisconsin
836,33.39720154,-86.84079742,Alabama
837,40.81910706,-73.21019745,New York
838,39.21159363,-94.57389832,Missouri
839,30.82769775,-93.24939728,Louisiana
840,30.20120239,-85.67220306,Florida
841,33.92750549,-118.0657043,California
842,45.92030334,-89.21859741,Wisconsin
843,27.94299316,-82.52400208,Florida
844,41.29170227,-96.1710968,Nebraska
845,25.82980347,-80.28630066,Florida
846,37.28340149,-79.81359863,Virginia
847,40.18119812,-92.62039948,Missouri
848,43.03469849,-76.07289886,New York
849,43.45880127,-88.80519867,Wisconsin
850,33.9329071,-118.0088959,California
851,40.73339844,-73.42810059,New York
852,41.03869629,-92.35790253,Iowa
853,30.14379883,-81.5401001,Florida
854,37.53990173,-77.4335022,Virginia
855,26.66329956,-80.12840271,Florida
856,35.46150208,-86.4897995,Tennessee
857,33.94099426,-83.43409729,Georgia
858,29.71760559,-95.41880035,Texas
859,40.71429443,-74.0059967,New York
860,34.94050598,-82.16719818,South Carolina
861,32.90130615,-96.79360199,Texas
862,42.94250488,-85.6160965,Michigan
863,35.2467041,-106.7231979,New Mexico
864,32.96470642,-80.20149994,South Carolina
865,41.49949646,-81.69539642,Ohio
866,32.57020569,-97.13130188,Texas
867,40.10119629,-75.1780014,Pennsylvania
868,33.74899292,-84.38800049,Georgia
869,34.62660217,-98.34339905,Oklahoma
870,33.44299316,-101.8436966,Texas
871,36.04020691,-95.87960052,Oklahoma
872,34.06629944,-84.67839813,Georgia
873,32.36560059,-95.30999756,Texas
874,36.5532074,-82.72899628,Tennessee
875,41.93890381,-73.99009705,New York
876,40.71429443,-74.0059967,New York
877,38.95840454,-104.7573013,Colorado
878,34.10360718,-92.06569672,Arkansas
879,29.83009338,-95.47389984,Texas
880,32.77870178,-96.82170105,Texas
881,40.5953064,-74.61730194,New Jersey
882,43.05079651,-88.0381012,Wisconsin
883,34.06900024,-118.3502045,California
884,37.01699829,-94.49330139,Missouri
885,43.66360474,-70.30269623,Maine
886,42.31950378,-71.6411972,Massachusetts
887,27.97309875,-82.4937973,Florida
888,36.16589355,-86.78440094,Tennessee
889,37.54969788,-121.9620972,California
890,28.53829956,-81.3792038,Florida
891,36.05819702,-83.91470337,Tennessee
892,39.16259766,-76.62470245,Maryland
893,39.95970154,-75.19680023,Pennsylvania
894,35.17649841,-89.84729767,Tennessee
895,33.50909424,-112.0264969,Arizona
896,44.48249817,-88.02200317,Wisconsin
897,32.49710083,-85.03569794,Alabama
898,33.67480469,-117.908905,California
899,29.65159607,-82.32479858,Florida
900,29.72210693,-95.64070129,Texas
901,39.05259705,-77.1210022,Maryland
902,34.62480164,-112.4219971,Arizona
903,39.57510376,-110.8023987,Utah
904,44.50540161,-87.96659851,Wisconsin
905,33.74899292,-84.38800049,Georgia
906,28.92349243,-81.91850281,Florida
907,41.61070251,-93.55059814,Iowa
908,39.66029358,-104.7680969,Colorado
909,47.69700623,-117.197998,Washington
910,40.68940735,-73.65019989,New York
911,41.25630188,-95.94039917,Nebraska
912,26.55949402,-81.87359619,Florida
913,32.81199646,-96.81430054,Texas
914,39.49139404,-119.8434982,Nevada
915,43.04640198,-87.96690369,Wisconsin
916,39.03799438,-95.72779846,Kansas
917,41.77749634,-71.4332962,Rhode Island
918,31.1295929,-97.35949707,Texas
919,35.99009705,-83.96219635,Tennessee
920,35.84230042,-90.70429993,Arkansas
921,42.46499634,-83.23069763,Michigan
922,39.63839722,-104.9057999,Colorado
923,41.60049438,-72.87640381,Connecticut
924,32.87309265,-96.74590302,Texas
925,32.67250061,-80.09700012,South Carolina
926,43.98170471,-121.2722015,Oregon
927,42.36630249,-71.06279755,Massachusetts
928,25.72669983,-80.2358017,Florida
929,33.44839478,-112.0739975,Arizona
930,39.95429993,-75.16570282,Pennsylvania
931,26.17219543,-97.98120117,Texas
932,40.91940308,-73.86070251,New York
933,28.51429749,-81.44290161,Florida
934,33.78840637,-84.34909821,Georgia
935,34.040802,-84.16649628,Georgia
936,30.09829712,-95.35700226,Texas
937,32.77870178,-96.82170105,Texas
938,42.28930664,-71.79440308,Massachusetts
939,27.92900085,-82.74160004,Florida
940,41.82539368,-87.84539795,Illinois
941,33.2677002,-84.59989929,Georgia
942,37.42500305,-121.9459991,California
943,43.05079651,-88.0381012,Wisconsin
944,37.54969788,-121.9620972,California
945,38.59880066,-95.83709717,Kansas
946,41.84829712,-87.65170288,Illinois
947,40.62249756,-73.96620178,New York
948,28.12030029,-82.35289764,Florida
949,39.35549927,-77.47750092,Maryland
950,40.16969299,-82.92299652,Ohio
951,39.11909485,-88.57019806,Illinois
952,33.74899292,-84.38800049,Georgia
953,40.85339355,-73.41149902,New York
954,33.86489868,-84.42359924,Georgia
955,42.50509644,-71.20469666,Massachusetts
956,29.80479431,-95.49089813,Texas
957,26.45739746,-80.07830048,Florida
958,42.10749817,-79.95359802,Pennsylvania
959,28.0717926,-80.62400055,Florida
960,45.03999329,-93.48529816,Minnesota
961,34.29420471,-118.5070953,California
962,32.36560059,-95.30999756,Texas
963,39.95530701,-82.07180023,Ohio
964,30.45640564,-97.69380188,Texas
965,29.70779419,-95.47370148,Texas
966,32.77870178,-96.82170105,Texas
967,26.08520508,-80.17539978,Florida
968,42.37550354,-83.07720184,Michigan
969,32.83259583,-96.84670258,Texas
970,34.03109741,-118.4900055,California
971,39.05259705,-77.1210022,Maryland
972,33.78849792,-117.8694992,California
973,31.54679871,-100.560997,Texas
974,39.05099487,-76.72850037,Maryland
975,33.80189514,-98.53679657,Texas
976,38.65719604,-90.28199768,Missouri
977,39.14720154,-94.57350159,Missouri
978,41.60240173,-83.63369751,Ohio
979,35.15950012,-84.87660217,Tennessee
980,40.51829529,-74.39689636,New Jersey
981,32.96890259,-96.79910278,Texas
982,35.29849243,-111.3252029,Arizona
983,45.60229492,-122.5167007,Washington
984,32.2131958,-110.8872986,Arizona
985,30.45269775,-91.06780243,Louisiana
986,42.30050659,-85.59020233,Michigan
987,29.707901,-95.40100098,Texas
988,43.05079651,-88.0381012,Wisconsin
989,38.57829285,-90.66660309,Missouri
990,40.76010132,-73.6957016,New York
991,43.22850037,-77.65579987,New York
992,30.23330688,-93.20149994,Louisiana
993,37.75100708,-97.8219986,Kansas
994,27.998703,-82.51560211,Florida
995,41.77760315,-72.62139893,Connecticut
996,32.22169495,-110.9264984,Arizona
997,28.14610291,-82.75679779,Florida
998,33.92529297,-84.54129791,Georgia
999,41.84829712,-87.65170288,Illinois
1000,34.05299377,-117.2489014,California
1001,42.30439758,-85.6292038,Michigan
1002,33.48849487,-80.85590363,South Carolina
1003,41.59979248,-70.56310272,Massachusetts
1004,35.77209473,-78.63860321,North Carolina
1005,33.74899292,-84.38800049,Georgia
1006,25.82040405,-80.13230133,Florida
1007,37.27220154,-121.8435974,California
1008,32.25410461,-110.8785019,Arizona
1009,38.95170593,-92.33409882,Missouri
1010,42.73240662,-71.186203,Massachusetts
1011,39.98809814,-83.04440308,Ohio
1012,29.69970703,-95.58580017,Texas
1013,32.77870178,-96.82170105,Texas
1014,34.7808075,-92.49890137,Arkansas
1015,41.63839722,-81.37870026,Ohio
1016,40.67140198,-73.93609619,New York
1017,44.97999573,-93.26380157,Minnesota
1018,18.9750061,72.82580566,Maharashtra
1019,41.84829712,-87.65170288,Illinois
1020,33.32009888,-111.8739014,Arizona
1021,40.72509766,-73.70700073,New York
1022,32.78619385,-79.94709778,South Carolina
1023,31.32240295,-92.43430328,Louisiana
1024,36.16589355,-86.78440094,Tennessee
1025,43.12399292,-76.13259888,New York
1026,38.70120239,-90.36699677,Missouri
1027,39.67340088,-75.7052002,Delaware
1028,36.10780334,-86.76899719,Tennessee
1029,41.35679626,-82.26200104,Ohio
1030,40.02049255,-83.01719666,Ohio
1031,34.40179443,-85.70950317,Alabama
1032,29.23699951,-81.05799866,Florida
1033,43.04020691,-76.22309875,New York
1034,33.74899292,-84.38800049,Georgia
1035,33.53379822,-112.2289963,Arizona
1036,31.76170349,-106.4858017,Texas
1037,39.91720581,-119.6896057,Nevada
1038,40.79370117,-74.15010071,New Jersey
1039,40.73860168,-111.8591003,Utah
1040,46.80110168,-92.09899902,Minnesota
1041,42.71409607,-78.92990112,New York
1042,29.67349243,-95.47930145,Texas
1043,39.7684021,-86.15799713,Indiana
1044,41.20230103,-85.86299896,Indiana
1045,30.4750061,-92.42199707,Louisiana
1046,42.97729492,-87.89409637,Wisconsin
1047,26.15899658,-97.82389832,Texas
1048,41.6730957,-123.9454956,California
1049,36.52679443,-82.37599945,Tennessee
1050,27.78970337,-82.728302,Florida
1051,44.7901001,-89.16699982,Wisconsin
1052,33.35279846,-111.7890015,Arizona
1053,33.39439392,-104.5249023,New Mexico
1054,34.48530579,-97.85220337,Oklahoma
1055,29.522995,-98.52700043,Texas
1056,36.16589355,-86.78440094,Tennessee
1057,33.49119568,-111.9236984,Arizona
1058,32.38009644,-94.87010193,Texas
1059,47.54200745,-122.3123016,Washington
1060,35.91329956,-79.15920258,North Carolina
1061,33.62069702,-83.97370148,Georgia
1062,40.81159973,-73.95300293,New York
1063,35.91329956,-79.15920258,North Carolina
1064,34.86010742,-82.24639893,South Carolina
1065,33.50909424,-112.0264969,Arizona
1066,40.71870422,-89.25330353,Illinois
1067,40.18080139,-77.21389771,Pennsylvania
1068,40.44389343,-79.95610046,Pennsylvania
1069,40.57279968,-79.72480011,Pennsylvania
1070,35.57980347,-97.57309723,Oklahoma
1071,37.81640625,-81.23290253,West Virginia
1072,30.33889771,-97.77069855,Texas
1073,42.99650574,-84.18740082,Michigan
1074,30.06840515,-95.37270355,Texas
1075,33.50920105,-112.1008987,Arizona
1076,29.91560364,-95.64910126,Texas
1077,40.60830688,-122.4617996,California
1078,39.76489258,-84.07800293,Ohio
1079,41.81329346,-71.36190033,Rhode Island
1080,45.04690552,-93.4265976,Minnesota
1081,33.34129333,-112.0597992,Arizona
1082,43.12399292,-76.13259888,New York
1083,40.86849976,-73.83940125,New York
1084,38.9598999,-77.34279633,Virginia
1085,41.10549927,-81.49749756,Ohio
1086,40.104599,-74.34590149,New Jersey
1087,35.01210022,-80.88210297,South Carolina
1088,29.61439514,-95.38770294,Texas
1089,33.50759888,-112.0582962,Arizona
1090,41.87840271,-87.68520355,Illinois
1091,40.20680237,-75.09960175,Pennsylvania
1092,33.74560547,-117.8677979,California
1093,39.36700439,-76.67189789,Maryland
1094,36.06419373,-86.77770233,Tennessee
1095,42.79440308,-73.86509705,New York
1096,39.89120483,-74.92179871,New Jersey
1097,38.57829285,-90.66660309,Missouri
1098,38.27639771,-76.62409973,Maryland
1099,25.78889465,-80.29620361,Florida
1100,39.29040527,-76.61219788,Maryland
1101,30.17959595,-81.51820374,Florida
1102,35.98989868,-79.6984024,North Carolina
1103,40.74409485,-74.14350128,New Jersey
1104,33.59129333,-112.107399,Arizona
1105,38.01589966,-84.48470306,Kentucky
1106,40.80859375,-74.18689728,New Jersey
1107,42.02450562,-91.66200256,Iowa
1108,33.07699585,-97.07019806,Texas
1109,40.45129395,-79.89900208,Pennsylvania
1110,42.30439758,-85.6292038,Michigan
1111,39.15460205,-84.4292984,Ohio
1112,28.73129272,-81.51580048,Florida
1113,32.89750671,-83.75360107,Georgia
1114,33.81080627,-117.9169006,California
1115,30.07989502,-95.41719818,Texas
1116,33.74899292,-84.38800049,Georgia
1117,40.06359863,-75.07969666,Pennsylvania
1118,36.41990662,-82.11389923,Tennessee
1119,41.66659546,-72.76959991,Connecticut
1120,11.1000061,77.3500061,Tamil Nadu
1121,44.94290161,-123.0350952,Oregon
1122,44.44960022,-95.7457962,Minnesota
1123,34.3421936,-92.79599762,Arkansas
1124,33.35279846,-111.7890015,Arizona
1125,38.65820313,-77.24970245,Virginia
1126,40.6506958,-73.77890015,New York
1127,33.74899292,-84.38800049,Georgia
1128,25.9828949,-80.27940369,Florida
1129,42.36160278,-71.06739807,Massachusetts
1130,28.53829956,-81.3792038,Florida
1131,40.81159973,-73.95300293,New York
1132,39.63870239,-75.61949921,Delaware
1133,39.96530151,-83.02349854,Ohio
1134,39.95230103,-75.1638031,Pennsylvania
1135,35.23269653,-91.70539856,Arkansas
1136,37.75100708,-97.8219986,Kansas
1137,38.89320374,-77.33409882,Virginia
1138,25.7888031,-80.3608017,Florida
1139,37.50230408,-77.56929779,Virginia
1140,38.65820313,-77.24970245,Virginia
1141,32.83259583,-96.84670258,Texas
1142,39.73919678,-104.9847031,Colorado
1143,40.87600708,-73.87159729,New York
1144,40.76080322,-111.891098,Utah
1145,42.24000549,-87.87169647,Illinois
1146,32.77870178,-96.82170105,Texas
1147,46.84880066,-92.20320129,Minnesota
1148,27.9178009,-82.37989807,Florida
1149,29.707901,-95.40100098,Texas
1150,41.55830383,-87.66120148,Illinois
1151,39.11830139,-76.68540192,Maryland
1152,33.09680176,-97.72429657,Texas
1153,32.48139954,-84.90329742,Georgia
1154,40.55250549,-74.29149628,New Jersey
1155,29.5861969,-98.47650146,Texas
1156,32.85519409,-93.95670319,Louisiana
1157,32.77870178,-96.82170105,Texas
1158,25.98629761,-80.15180206,Florida
1159,38.9499054,-94.74530029,Kansas
1160,32.58320618,-94.71479797,Texas
1161,33.41679382,-86.68009949,Alabama
1162,47.75549316,-122.2991943,Washington
1163,37.90209961,-122.1156998,California
1164,32.89750671,-83.75360107,Georgia
1165,32.65359497,-83.65450287,Georgia
1166,41.04150391,-76.65070343,Pennsylvania
1167,42.69309998,-71.30870056,Massachusetts
1168,33.13560486,-96.76899719,Texas
1169,39.32640076,-76.7141037,Maryland
1170,41.50309753,-81.55400085,Ohio
1171,28.14900208,-80.65280151,Florida
1172,29.94590759,-95.27519989,Texas
1173,33.50830078,-112.071701,Arizona
1174,38.51530457,-121.4401016,California
1175,47.82090759,-122.3151016,Washington
1176,33.74899292,-84.38800049,Georgia
1177,26.62919617,-81.94319916,Florida
1178,37.75100708,-97.8219986,Kansas
1179,35.47070313,-97.52050018,Oklahoma
1180,33.53669739,-112.3154984,Arizona
1181,36.48170471,-86.67559814,Tennessee
1182,34.05439758,-118.2440033,California
1183,45.04690552,-93.4265976,Minnesota
1184,29.95889282,-90.15679932,Louisiana
1185,37.38870239,-122.0187988,California
1186,29.53559875,-98.48139954,Texas
1187,41.81280518,-87.82129669,Illinois
1188,29.3565979,-99.83129883,Texas
1189,29.53770447,-95.46980286,Texas
1190,33.76330566,-117.7942047,California
1191,40.01550293,-82.91770172,Ohio
1192,32.39430237,-93.72850037,Louisiana
1193,41.77270508,-71.35030365,Rhode Island
1194,45.07240295,-93.18740082,Minnesota
1195,41.86849976,-71.39279938,Rhode Island
1196,34.80039978,-82.32209778,South Carolina
1197,42.65989685,-83.123703,Michigan
1198,42.02450562,-91.66200256,Iowa
1199,30.40089417,-90.39360046,Louisiana
1200,29.5821991,-95.76080322,Texas
1201,40.33560181,-79.55069733,Pennsylvania
1202,29.87289429,-98.01399994,Texas
1203,38.03289795,-78.51370239,Virginia
1204,32.82510376,-109.7881012,Arizona
1205,27.97309875,-82.4937973,Florida
1206,34.18940735,-97.16030121,Oklahoma
1207,29.71760559,-95.41880035,Texas
1208,38.25419617,-85.75939941,Kentucky
1209,32.70069885,-97.38780212,Texas
1210,35.84300232,-78.63110352,North Carolina
1211,32.99110413,-89.51679993,Mississippi
1212,34.04879761,-118.3399963,California
1213,34.23460388,-118.5193024,California
1214,27.7151947,-80.46920013,Florida
1215,25.66630554,-80.29239655,Florida
1216,33.81869507,-84.58239746,Georgia
1217,26.62919617,-81.94319916,Florida
1218,40.69630432,-73.62069702,New York
1219,40.82899475,-74.06719971,New Jersey
1220,32.77870178,-96.82170105,Texas
1221,39.98829651,-75.22080231,Pennsylvania
1222,28.73170471,-99.78939819,Texas
1223,35.29359436,-80.73500061,North Carolina
1224,47.84350586,-122.1957016,Washington
1225,40.50349426,-80.07839966,Pennsylvania
1226,35.05220032,-92.50440216,Arkansas
1227,13.08329773,80.28329468,Tamil Nadu
1228,29.73460388,-95.41600037,Texas
1229,41.73049927,-71.11450195,Massachusetts
1230,39.26939392,-76.74469757,Maryland
1231,33.74899292,-84.38800049,Georgia
1232,39.29519653,-76.62310028,Maryland
1233,34.00169373,-84.47100067,Georgia
1234,41.9223938,-87.65239716,Illinois
1235,40.3289032,-74.58570099,New Jersey
1236,29.19309998,-81.04740143,Florida
1237,30.24139404,-97.76869965,Texas
1238,32.58320618,-94.71479797,Texas
1239,38.65719604,-90.28199768,Missouri
1240,32.77870178,-96.82170105,Texas
1241,40.76989746,-72.99939728,New York
1242,39.29040527,-76.61219788,Maryland
1243,37.03829956,-88.71569824,Kentucky
1244,33.6907959,-112,Arizona
1245,47.61019897,-122.3042984,Washington
1246,33.86270142,-118.1806946,California
1247,39.32879639,-76.59670258,Maryland
1248,38.56469727,-90.53569794,Missouri
1249,45.57739258,-122.6208038,Oregon
1250,30.63670349,-86.66349792,Florida
1251,41.23049927,-73.1257019,Connecticut
1252,28.05110168,-82.45069885,Florida
1253,38.4907074,-90.37960052,Missouri
1254,34.21699524,-77.78959656,North Carolina
1255,35.60090637,-82.55400085,North Carolina
1256,35.61650085,-97.47889709,Oklahoma
1257,41.44889832,-81.63189697,Ohio
1258,41.11810303,-74.08329773,New York
1259,32.87950134,-96.93979645,Texas
1260,41.93730164,-87.65509796,Illinois
1261,40.72509766,-73.70700073,New York
1262,38.63119507,-90.19219971,Missouri
1263,39.39190674,-76.52880096,Maryland
1264,41.77420044,-87.71530151,Illinois
1265,38.8927002,-76.94300079,District of Columbia
1266,32.77870178,-96.82170105,Texas
1267,35.91819763,-84.00340271,Tennessee
1268,32.85519409,-93.95670319,Louisiana
1269,32.69020081,-97.19080353,Texas
1270,41.9223938,-87.65239716,Illinois
1271,40.79319763,-73.54239655,New York
1272,37.01699829,-94.49330139,Missouri
1273,35.20770264,-80.86000061,North Carolina
1274,43.06059265,-88.09809875,Wisconsin
1275,28.03739929,-82.39019775,Florida
1276,33.62379456,-112.0039978,Arizona
1277,38.8125,-90.35009766,Missouri
1278,45.6867981,-122.5755997,Washington
1279,40.73170471,-73.9885025,New York
1280,37.55380249,-77.46029663,Virginia
1281,45.52949524,-122.6432037,Oregon
1282,36.08770752,-115.1484985,Nevada
1283,34.80580139,-96.70459747,Oklahoma
1284,35.05079651,-80.81860352,North Carolina
1285,38.78900146,-90.38289642,Missouri
1286,41.6434021,-71.478302,Rhode Island
1287,27.78990173,-82.6772995,Florida
1288,33.44839478,-112.0739975,Arizona
1289,36.09860229,-95.92880249,Oklahoma
1290,40.73590088,-73.08209991,New York
1291,47.37069702,-120.3592987,Washington
1292,40.75959778,-73.64250183,New York
1293,41.09959412,-85.06349945,Indiana
1294,38.32049561,-77.41130066,Virginia
1295,41.34179688,-73.23169708,Connecticut
1296,33.57249451,-112.0563965,Arizona
1297,39.97380066,-86.17649841,Indiana
1298,42.01060486,-87.66860199,Illinois
1299,41.67680359,-86.2161026,Indiana
1300,36.16589355,-86.78440094,Tennessee
1301,43.02999878,-76.12419891,New York
1302,38.65719604,-90.28199768,Missouri
1303,37.75100708,-97.8219986,Kansas
1304,30.37930298,-90.9713974,Louisiana
1305,41.47489929,-81.73880005,Ohio
1306,32.31799316,-95.292099,Texas
1307,40.78729248,-73.81130219,New York
1308,42.94250488,-85.6160965,Michigan
